,match_id,elapsed_time,p1,p2
151,2023-wimbledon-1301,01:56:32,2.575,1.5750000000000002
152,2023-wimbledon-1301,01:57:11,2.075,1.5750000000000002
153,2023-wimbledon-1301,01:58:25,2.95,2.45
154,2023-wimbledon-1301,01:59:04,2.075,1.5750000000000002
155,2023-wimbledon-1301,02:04:05,8.025,7.525
156,2023-wimbledon-1301,02:04:50,1.625,1.625
157,2023-wimbledon-1301,02:05:38,1.7,1.7
158,2023-wimbledon-1301,02:06:20,1.05,1.55
159,2023-wimbledon-1301,02:07:02,1.55,1.55
160,2023-wimbledon-1301,02:07:27,1.125,1.125
161,2023-wimbledon-1301,02:08:41,2.45,2.35
162,2023-wimbledon-1301,02:09:28,1.7750000000000001,1.675
163,2023-wimbledon-1301,02:10:00,1.4000000000000001,1.8
164,2023-wimbledon-1301,02:10:55,1.975,1.875
165,2023-wimbledon-1301,02:11:35,1.6,1.0
166,2023-wimbledon-1301,02:12:15,1.6,2.0
167,2023-wimbledon-1301,02:12:53,1.55,0.95
168,2023-wimbledon-1301,02:13:38,1.725,1.625
169,2023-wimbledon-1301,02:14:08,1.35,1.75
170,2023-wimbledon-1301,02:14:53,1.725,1.125
171,2023-wimbledon-1301,02:15:48,1.975,1.875
172,2023-wimbledon-1301,02:16:15,1.2750000000000001,1.675
173,2023-wimbledon-1301,02:16:58,2.175,1.675
174,2023-wimbledon-1301,02:17:46,2.3,1.8
175,2023-wimbledon-1301,02:18:16,1.35,1.85
176,2023-wimbledon-1301,02:18:53,1.0250000000000001,1.5250000000000001
177,2023-wimbledon-1301,02:19:39,1.75,1.25
178,2023-wimbledon-1301,02:20:27,3.3,1.8
179,2023-wimbledon-1301,02:22:46,4.175,3.575
180,2023-wimbledon-1301,02:23:36,2.45,1.85
181,2023-wimbledon-1301,02:24:21,1.325,1.725
182,2023-wimbledon-1301,02:25:30,2.4250000000000003,1.8250000000000002
183,2023-wimbledon-1301,02:25:59,1.425,1.3250000000000002
184,2023-wimbledon-1301,02:26:45,3.45,1.75
185,2023-wimbledon-1301,02:27:09,1.9000000000000001,1.2000000000000002
186,2023-wimbledon-1301,02:27:35,1.45,0.75
187,2023-wimbledon-1301,02:28:21,1.45,1.75
188,2023-wimbledon-1301,02:28:59,3.25,1.55
189,2023-wimbledon-1301,02:31:03,4.0,3.2
190,2023-wimbledon-1301,02:32:01,2.35,2.55
191,2023-wimbledon-1301,02:32:24,1.475,1.175
192,2023-wimbledon-1301,02:33:01,1.8250000000000002,1.5250000000000001
193,2023-wimbledon-1301,02:34:04,2.475,2.6750000000000003
194,2023-wimbledon-1301,02:34:46,1.9500000000000002,1.6500000000000001
195,2023-wimbledon-1301,02:35:22,2.3,1.5999999999999999
196,2023-wimbledon-1301,02:35:46,1.5,1.3
197,2023-wimbledon-1301,02:36:15,1.625,0.925
198,2023-wimbledon-1301,02:36:54,3.375,1.675
199,2023-wimbledon-1301,02:38:49,3.875,3.575
200,2023-wimbledon-1301,02:39:09,1.5,0.7
201,2023-wimbledon-1301,02:39:39,1.75,1.45
202,2023-wimbledon-1301,02:40:34,2.875,2.075
203,2023-wimbledon-1301,02:41:28,2.35,1.5500000000000003
204,2023-wimbledon-1301,02:42:07,1.975,3.175
205,2023-wimbledon-1301,02:42:35,1.7,2.9
206,2023-wimbledon-1301,02:43:02,1.675,2.875
207,2023-wimbledon-1301,02:43:47,2.125,1.925
208,2023-wimbledon-1301,02:44:30,2.575,1.875
209,2023-wimbledon-1301,02:45:05,1.875,1.175
210,2023-wimbledon-1301,02:45:58,1.8250000000000002,2.125
211,2023-wimbledon-1301,02:46:29,1.775,1.575
212,2023-wimbledon-1301,02:49:17,5.2,4.2
213,2023-wimbledon-1301,02:50:03,2.15,1.65
214,2023-wimbledon-1301,02:50:48,2.125,1.625
215,2023-wimbledon-1301,02:51:12,1.6,1.1
216,2023-wimbledon-1301,02:51:40,1.7,1.7
217,2023-wimbledon-1301,02:52:35,2.375,1.975
218,2023-wimbledon-1301,02:53:10,1.375,1.475
219,2023-wimbledon-1301,02:54:03,1.8250000000000002,1.925
220,2023-wimbledon-1301,02:54:43,2.0,1.6
221,2023-wimbledon-1301,02:55:10,1.175,1.2750000000000001
222,2023-wimbledon-1301,02:55:53,2.075,1.675
223,2023-wimbledon-1301,02:57:09,2.9,2.6
224,2023-wimbledon-1301,02:57:46,1.925,1.625
225,2023-wimbledon-1301,02:58:32,2.15,1.8499999999999999
226,2023-wimbledon-1301,02:59:15,2.075,2.275
227,2023-wimbledon-1301,02:59:48,2.325,1.525
228,2023-wimbledon-1301,03:00:40,2.3,1.5
229,2023-wimbledon-1301,03:01:47,2.675,2.375
230,2023-wimbledon-1301,03:02:25,1.95,2.15
231,2023-wimbledon-1301,03:03:27,2.55,2.25
232,2023-wimbledon-1301,03:04:06,2.475,1.675
233,2023-wimbledon-1301,03:05:04,2.45,2.65
234,2023-wimbledon-1301,03:05:36,2.3,1.5
235,2023-wimbledon-1301,03:06:16,2.0,1.2
236,2023-wimbledon-1301,03:07:09,2.325,3.525
237,2023-wimbledon-1301,03:07:38,1.725,1.925
238,2023-wimbledon-1301,03:09:02,3.1,2.8000000000000003
239,2023-wimbledon-1301,03:09:55,2.325,2.025
240,2023-wimbledon-1301,03:10:27,1.8,1.5
241,2023-wimbledon-1301,03:12:34,4.175,3.9749999999999996
242,2023-wimbledon-1301,03:12:51,0.925,1.225
243,2023-wimbledon-1301,03:13:12,1.025,1.325
244,2023-wimbledon-1301,03:13:47,1.875,1.675
245,2023-wimbledon-1301,03:14:07,1.5,1.3
246,2023-wimbledon-1301,03:14:44,1.925,1.725
247,2023-wimbledon-1301,03:15:12,2.2,1.5
248,2023-wimbledon-1301,03:15:53,2.025,1.325
249,2023-wimbledon-1301,03:16:58,2.725,2.425
250,2023-wimbledon-1301,03:17:22,1.7000000000000002,0.9000000000000001
251,2023-wimbledon-1301,03:17:55,1.925,2.125
252,2023-wimbledon-1301,03:18:44,2.325,2.5250000000000004
253,2023-wimbledon-1301,03:19:13,1.8250000000000002,1.0250000000000001
254,2023-wimbledon-1301,03:19:46,1.925,1.125
255,2023-wimbledon-1301,03:20:21,1.475,1.675
256,2023-wimbledon-1301,03:20:54,1.925,3.125
257,2023-wimbledon-1301,03:22:58,3.6999999999999993,4.0
258,2023-wimbledon-1301,03:23:55,2.525,1.8250000000000002
259,2023-wimbledon-1301,03:25:03,2.8000000000000003,2.6
260,2023-wimbledon-1301,03:25:28,1.725,1.525
261,2023-wimbledon-1301,03:26:04,3.5,1.7999999999999998
262,2023-wimbledon-1301,03:27:02,2.6500000000000004,2.35
263,2023-wimbledon-1301,03:28:08,2.85,2.05
264,2023-wimbledon-1301,03:28:56,2.4000000000000004,2.1
265,2023-wimbledon-1301,03:29:21,1.825,1.525
266,2023-wimbledon-1301,03:29:54,2.025,2.225
267,2023-wimbledon-1301,03:30:31,2.125,1.3250000000000002
268,2023-wimbledon-1301,03:32:27,4.2,3.8
269,2023-wimbledon-1301,03:33:01,2.6500000000000004,1.75
270,2023-wimbledon-1301,03:33:45,1.9000000000000004,2.0
271,2023-wimbledon-1301,03:34:24,2.2750000000000004,1.875
272,2023-wimbledon-1301,03:34:53,2.0250000000000004,1.625
273,2023-wimbledon-1301,03:35:32,2.375,1.875
274,2023-wimbledon-1301,03:35:54,1.9500000000000002,0.9500000000000002
275,2023-wimbledon-1301,03:36:26,2.2,3.2
276,2023-wimbledon-1301,03:36:52,2.05,2.05
277,2023-wimbledon-1301,03:37:21,1.625,1.625
278,2023-wimbledon-1301,03:39:32,5.175000000000001,4.275
279,2023-wimbledon-1301,03:40:14,2.4499999999999997,1.5499999999999998
280,2023-wimbledon-1301,03:41:00,2.05,2.15
281,2023-wimbledon-1301,03:41:32,2.7,1.8
282,2023-wimbledon-1301,03:42:16,2.5,2.1
283,2023-wimbledon-1301,03:42:48,2.2,1.8
284,2023-wimbledon-1301,03:43:49,3.425,2.525
285,2023-wimbledon-1301,03:44:23,2.25,1.85
286,2023-wimbledon-1301,03:45:10,2.675,2.175
287,2023-wimbledon-1301,03:45:48,2.45,1.95
288,2023-wimbledon-1301,03:46:28,2.5,2.5
289,2023-wimbledon-1301,03:47:15,2.675,2.175
290,2023-wimbledon-1301,03:47:51,2.4,1.4
291,2023-wimbledon-1301,03:48:58,3.675,2.675
292,2023-wimbledon-1301,03:50:55,4.025,3.925
293,2023-wimbledon-1301,03:51:52,3.025,2.425
294,2023-wimbledon-1301,03:52:30,3.05,1.95
295,2023-wimbledon-1301,03:53:25,2.975,2.375
296,2023-wimbledon-1301,03:54:01,2.5,2.4
297,2023-wimbledon-1301,03:55:02,3.125,2.525
298,2023-wimbledon-1301,03:55:34,2.4000000000000004,1.8
299,2023-wimbledon-1301,03:56:11,2.5250000000000004,1.925
300,2023-wimbledon-1302,00:00:00,0.0,-0.5
301,2023-wimbledon-1302,00:00:36,0.9,0.9
302,2023-wimbledon-1302,00:00:58,0.55,0.55
303,2023-wimbledon-1302,00:01:52,1.35,1.35
304,2023-wimbledon-1302,00:02:32,1.0,0.5
305,2023-wimbledon-1302,00:03:12,1.0,1.0
306,2023-wimbledon-1302,00:03:37,0.625,0.625
307,2023-wimbledon-1302,00:04:01,0.6,0.6
308,2023-wimbledon-1302,00:04:45,1.1,1.1
309,2023-wimbledon-1302,00:05:08,0.575,0.575
310,2023-wimbledon-1302,00:05:42,0.85,2.35
311,2023-wimbledon-1302,00:06:07,0.125,0.625
312,2023-wimbledon-1302,00:07:26,2.475,2.075
313,2023-wimbledon-1302,00:07:52,0.65,0.75
314,2023-wimbledon-1302,00:08:33,1.525,1.125
315,2023-wimbledon-1302,00:09:00,0.675,0.775
316,2023-wimbledon-1302,00:09:38,1.05,1.05
317,2023-wimbledon-1302,00:10:00,0.65,0.15000000000000002
318,2023-wimbledon-1302,00:10:46,1.25,1.75
319,2023-wimbledon-1302,00:11:13,0.775,0.775
320,2023-wimbledon-1302,00:11:40,0.775,0.775
321,2023-wimbledon-1302,00:14:11,3.875,3.975
322,2023-wimbledon-1302,00:14:42,1.375,0.9750000000000001
323,2023-wimbledon-1302,00:15:09,0.275,0.875
324,2023-wimbledon-1302,00:15:54,1.225,0.825
325,2023-wimbledon-1302,00:16:30,1.0,1.1
326,2023-wimbledon-1302,00:17:03,1.025,1.025
327,2023-wimbledon-1302,00:17:38,1.075,1.075
328,2023-wimbledon-1302,00:17:59,0.7250000000000001,0.2250000000000001
329,2023-wimbledon-1302,00:18:42,1.275,2.775
330,2023-wimbledon-1302,00:19:07,0.825,0.825
331,2023-wimbledon-1302,00:20:46,3.1750000000000003,2.7750000000000004
332,2023-wimbledon-1302,00:21:20,1.05,1.15
333,2023-wimbledon-1302,00:22:18,1.65,1.75
334,2023-wimbledon-1302,00:22:42,0.8,0.9
335,2023-wimbledon-1302,00:23:04,0.75,0.8500000000000001
336,2023-wimbledon-1302,00:23:48,1.4000000000000001,1.4000000000000001
337,2023-wimbledon-1302,00:24:10,0.8500000000000001,2.35
338,2023-wimbledon-1302,00:24:32,0.8500000000000001,0.8500000000000001
339,2023-wimbledon-1302,00:24:56,0.9,2.4
340,2023-wimbledon-1302,00:26:43,2.4749999999999996,3.0749999999999997
341,2023-wimbledon-1302,00:27:19,1.2000000000000002,1.3
342,2023-wimbledon-1302,00:27:46,0.4750000000000001,1.0750000000000002
343,2023-wimbledon-1302,00:28:29,0.875,1.475
344,2023-wimbledon-1302,00:29:22,1.125,1.725
345,2023-wimbledon-1302,00:30:22,1.8,1.5
346,2023-wimbledon-1302,00:31:01,1.275,1.475
347,2023-wimbledon-1302,00:31:26,0.925,0.625
348,2023-wimbledon-1302,00:31:55,1.025,1.225
349,2023-wimbledon-1302,00:32:23,1.0,1.2
350,2023-wimbledon-1302,00:32:50,0.9750000000000001,1.175
351,2023-wimbledon-1302,00:35:02,3.8,3.8
352,2023-wimbledon-1302,00:35:26,0.6,1.1
353,2023-wimbledon-1302,00:35:54,1.2,1.2
354,2023-wimbledon-1302,00:36:23,1.225,1.225
355,2023-wimbledon-1302,00:37:24,1.625,2.525
356,2023-wimbledon-1302,00:37:52,0.7999999999999999,1.7
357,2023-wimbledon-1302,00:38:23,0.875,0.7749999999999999
358,2023-wimbledon-1302,00:39:01,0.55,1.45
359,2023-wimbledon-1302,00:39:42,1.125,3.025
360,2023-wimbledon-1302,00:40:14,0.9,1.4000000000000001
361,2023-wimbledon-1302,00:40:38,2.2,1.2000000000000002
362,2023-wimbledon-1302,00:40:56,2.05,1.05
363,2023-wimbledon-1302,00:41:13,2.025,1.0250000000000001
364,2023-wimbledon-1302,00:43:00,2.875,4.775
365,2023-wimbledon-1302,00:43:22,0.75,1.6500000000000001
366,2023-wimbledon-1302,00:44:09,0.875,1.7750000000000001
367,2023-wimbledon-1302,00:44:45,1.1,1.5
368,2023-wimbledon-1302,00:45:22,1.625,1.625
369,2023-wimbledon-1302,00:46:04,1.75,1.75
370,2023-wimbledon-1302,00:46:39,1.075,1.075
371,2023-wimbledon-1302,00:47:13,1.05,1.55
372,2023-wimbledon-1302,00:48:56,2.875,2.7750000000000004
373,2023-wimbledon-1302,00:49:37,1.325,2.2249999999999996
374,2023-wimbledon-1302,00:50:25,1.5,2.4
375,2023-wimbledon-1302,00:51:04,1.275,3.175
376,2023-wimbledon-1302,00:51:27,0.875,1.275
377,2023-wimbledon-1302,00:52:07,1.8,1.8
378,2023-wimbledon-1302,00:52:37,1.55,1.55
379,2023-wimbledon-1302,00:53:04,0.9750000000000001,1.475
380,2023-wimbledon-1302,00:53:22,0.75,0.75
381,2023-wimbledon-1302,00:56:02,4.4,5.3
382,2023-wimbledon-1302,00:56:22,0.9,1.3
383,2023-wimbledon-1302,00:56:47,1.025,1.925
384,2023-wimbledon-1302,00:57:43,1.7999999999999998,2.7
385,2023-wimbledon-1302,00:58:14,1.175,1.075
386,2023-wimbledon-1302,00:59:10,1.2999999999999998,2.2
387,2023-wimbledon-1302,01:00:08,1.85,2.35
388,2023-wimbledon-1302,01:00:48,0.8999999999999999,1.9
389,2023-wimbledon-1302,01:01:30,1.9500000000000002,1.9500000000000002
390,2023-wimbledon-1302,01:02:19,1.625,2.625
391,2023-wimbledon-1302,01:49:03,70.5,71.0
392,2023-wimbledon-1302,01:49:27,2.5,1.5
393,2023-wimbledon-1302,01:51:01,2.85,3.75
394,2023-wimbledon-1302,01:51:40,1.475,2.375
395,2023-wimbledon-1302,01:52:17,1.925,1.8250000000000002
396,2023-wimbledon-1302,01:53:06,1.725,2.125
397,2023-wimbledon-1302,01:54:35,2.725,3.625
398,2023-wimbledon-1302,01:55:12,1.425,1.425
399,2023-wimbledon-1302,01:56:07,2.375,2.375
400,2023-wimbledon-1302,01:56:28,1.525,1.525
401,2023-wimbledon-1302,01:56:54,1.15,1.65
402,2023-wimbledon-1302,01:58:32,3.0500000000000003,3.45
403,2023-wimbledon-1302,01:59:03,1.375,1.275
404,2023-wimbledon-1302,01:59:32,0.8250000000000002,1.725
405,2023-wimbledon-1302,02:00:16,1.2000000000000002,2.1
406,2023-wimbledon-1302,02:00:47,1.375,2.275
407,2023-wimbledon-1302,02:01:41,2.45,2.45
408,2023-wimbledon-1302,02:02:24,1.675,2.175
409,2023-wimbledon-1302,02:02:58,1.4500000000000002,1.9500000000000002
410,2023-wimbledon-1302,02:03:30,1.4000000000000001,1.9000000000000001
411,2023-wimbledon-1302,02:04:55,4.225,3.225
412,2023-wimbledon-1302,02:05:33,1.55,3.55
413,2023-wimbledon-1302,02:06:39,2.25,2.75
414,2023-wimbledon-1302,02:07:13,1.4500000000000002,1.9500000000000002
415,2023-wimbledon-1302,02:07:45,1.4000000000000001,1.9000000000000001
416,2023-wimbledon-1302,02:08:24,1.5750000000000002,2.075
417,2023-wimbledon-1302,02:08:59,1.475,3.475
418,2023-wimbledon-1302,02:11:25,3.65,4.65
419,2023-wimbledon-1302,02:11:46,0.025000000000000022,1.525
420,2023-wimbledon-1302,02:12:20,0.85,1.85
421,2023-wimbledon-1302,02:12:59,1.475,1.975
422,2023-wimbledon-1302,02:13:45,1.15,2.15
423,2023-wimbledon-1302,02:14:38,1.325,2.325
424,2023-wimbledon-1302,02:15:36,0.95,2.5500000000000003
425,2023-wimbledon-1302,02:15:58,2.05,1.6500000000000001
426,2023-wimbledon-1302,02:16:22,2.1,1.7000000000000002
427,2023-wimbledon-1302,02:16:50,1.2,1.8
428,2023-wimbledon-1302,02:17:22,0.8,1.9000000000000001
429,2023-wimbledon-1302,02:18:36,1.9500000000000002,2.45
430,2023-wimbledon-1302,02:20:04,2.3000000000000003,2.8000000000000003
431,2023-wimbledon-1302,02:20:41,1.0250000000000001,3.525
432,2023-wimbledon-1302,02:21:06,0.22499999999999998,1.725
433,2023-wimbledon-1302,02:21:57,0.875,2.375
434,2023-wimbledon-1302,02:22:41,1.2000000000000002,2.7
435,2023-wimbledon-1302,02:24:53,3.4,4.5
436,2023-wimbledon-1302,02:25:14,0.625,2.2249999999999996
437,2023-wimbledon-1302,02:25:54,2.6,2.2
438,2023-wimbledon-1302,02:26:16,0.65,1.75
439,2023-wimbledon-1302,02:26:39,0.6749999999999999,1.775
440,2023-wimbledon-1302,02:27:18,1.175,2.1750000000000003
441,2023-wimbledon-1302,02:28:04,0.8499999999999999,2.35
442,2023-wimbledon-1302,02:28:46,1.75,2.25
443,2023-wimbledon-1302,02:29:31,1.325,2.325
444,2023-wimbledon-1302,02:29:56,0.825,1.825
445,2023-wimbledon-1302,02:31:39,4.275,3.875
446,2023-wimbledon-1302,02:31:57,2.15,1.75
447,2023-wimbledon-1302,02:32:13,0.6000000000000001,1.7
448,2023-wimbledon-1302,02:32:37,0.8,1.9000000000000001
449,2023-wimbledon-1302,02:33:23,1.45,1.9500000000000002
450,2023-wimbledon-1302,02:33:53,1.05,2.05
451,2023-wimbledon-1302,02:35:02,2.0250000000000004,4.525
452,2023-wimbledon-1302,02:35:27,0.925,3.425
453,2023-wimbledon-1302,02:35:52,0.925,1.425
454,2023-wimbledon-1302,02:36:27,1.175,2.175
455,2023-wimbledon-1302,02:37:18,1.575,2.575
456,2023-wimbledon-1302,02:37:45,0.9750000000000001,3.475
457,2023-wimbledon-1302,02:39:32,2.9749999999999996,4.075
458,2023-wimbledon-1302,02:40:04,0.6000000000000001,2.2
459,2023-wimbledon-1302,02:40:43,0.7749999999999999,2.375
460,2023-wimbledon-1302,02:41:17,1.15,2.25
461,2023-wimbledon-1302,02:42:13,1.7,2.3
462,2023-wimbledon-1302,02:43:01,1.5,2.6
463,2023-wimbledon-1302,02:43:58,1.725,3.3249999999999997
464,2023-wimbledon-1302,02:44:59,1.825,2.925
465,2023-wimbledon-1302,02:45:37,1.25,2.35
